pɹa‍ɪs	pʁitsə	pɾikə	Price	2,3	Es sind nach wie vor Phil Wenneck gespielt von Bradley Cooper Dr Stuart „Stu“ Price Ed Helms Alan Garner Zach Galifianakis und Doug Billings Justin Bartha die ihre nächtliche und abenteuerliche Sauftour aufarbeiten und dabei mehr als nur eine Kuriosität erleben
ælən	alan	alɑn	Alan	-	Es sind nach wie vor Phil Wenneck gespielt von Bradley Cooper Dr Stuart „Stu“ Price Ed Helms Alan Garner Zach Galifianakis und Doug Billings Justin Bartha die ihre nächtliche und abenteuerliche Sauftour aufarbeiten und dabei mehr als nur eine Kuriosität erleben
ɡɑnɐ	gaʁnɐ	ɡaɾnɜ	Garner	-	Es sind nach wie vor Phil Wenneck gespielt von Bradley Cooper Dr Stuart „Stu“ Price Ed Helms Alan Garner Zach Galifianakis und Doug Billings Justin Bartha die ihre nächtliche und abenteuerliche Sauftour aufarbeiten und dabei mehr als nur eine Kuriosität erleben
ɡalifianakɪs	galifianakɪs	ɡɑlifianɑkɪs	Galifianakis	-	Es sind nach wie vor Phil Wenneck gespielt von Bradley Cooper Dr Stuart „Stu“ Price Ed Helms Alan Garner Zach Galifianakis und Doug Billings Justin Bartha die ihre nächtliche und abenteuerliche Sauftour aufarbeiten und dabei mehr als nur eine Kuriosität erleben
dəɡ	dɔɔʏk	duk	Doug	2,3	Es sind nach wie vor Phil Wenneck gespielt von Bradley Cooper Dr Stuart „Stu“ Price Ed Helms Alan Garner Zach Galifianakis und Doug Billings Justin Bartha die ihre nächtliche und abenteuerliche Sauftour aufarbeiten und dabei mehr als nur eine Kuriosität erleben
bɪlɪŋz	bɪllɪŋs	bɪlɪŋs	Billings	2	Es sind nach wie vor Phil Wenneck gespielt von Bradley Cooper Dr Stuart „Stu“ Price Ed Helms Alan Garner Zach Galifianakis und Doug Billings Justin Bartha die ihre nächtliche und abenteuerliche Sauftour aufarbeiten und dabei mehr als nur eine Kuriosität erleben
dʒastɪn	jʊstɪn	jʊstɪn	Justin	2,3	Es sind nach wie vor Phil Wenneck gespielt von Bradley Cooper Dr Stuart „Stu“ Price Ed Helms Alan Garner Zach Galifianakis und Doug Billings Justin Bartha die ihre nächtliche und abenteuerliche Sauftour aufarbeiten und dabei mehr als nur eine Kuriosität erleben
bɑɹθə	baʁta	baɾtɑ	Bartha	-	Es sind nach wie vor Phil Wenneck gespielt von Bradley Cooper Dr Stuart „Stu“ Price Ed Helms Alan Garner Zach Galifianakis und Doug Billings Justin Bartha die ihre nächtliche und abenteuerliche Sauftour aufarbeiten und dabei mehr als nur eine Kuriosität erleben
abntɔɪɐlɪcə	apɛntɔɔʏɐlɪcə	ɑbəntɔøɜlɪcə	abenteuerliche	2,3	Es sind nach wie vor Phil Wenneck gespielt von Bradley Cooper Dr Stuart „Stu“ Price Ed Helms Alan Garner Zach Galifianakis und Doug Billings Justin Bartha die ihre nächtliche und abenteuerliche Sauftour aufarbeiten und dabei mehr als nur eine Kuriosität erleben
zaʊftuɐ	zaoftouɐ	zaʊftuɾ	Sauftour	2	Es sind nach wie vor Phil Wenneck gespielt von Bradley Cooper Dr Stuart „Stu“ Price Ed Helms Alan Garner Zach Galifianakis und Doug Billings Justin Bartha die ihre nächtliche und abenteuerliche Sauftour aufarbeiten und dabei mehr als nur eine Kuriosität erleben
aʊfaʁbaɪtn	aofaʁbəitən	aʊfaɾbaɪtən	aufarbeiten	-	Es sind nach wie vor Phil Wenneck gespielt von Bradley Cooper Dr Stuart „Stu“ Price Ed Helms Alan Garner Zach Galifianakis und Doug Billings Justin Bartha die ihre nächtliche und abenteuerliche Sauftour aufarbeiten und dabei mehr als nur eine Kuriosität erleben
dabaɪ	dabae	dɑbaɪ	dabei	-	Es sind nach wie vor Phil Wenneck gespielt von Bradley Cooper Dr Stuart „Stu“ Price Ed Helms Alan Garner Zach Galifianakis und Doug Billings Justin Bartha die ihre nächtliche und abenteuerliche Sauftour aufarbeiten und dabei mehr als nur eine Kuriosität erleben
kuʁiozitɛt	kuʁɪozitɛt	kurɪozitɛt	Kuriosität	-	Es sind nach wie vor Phil Wenneck gespielt von Bradley Cooper Dr Stuart „Stu“ Price Ed Helms Alan Garner Zach Galifianakis und Doug Billings Justin Bartha die ihre nächtliche und abenteuerliche Sauftour aufarbeiten und dabei mehr als nur eine Kuriosität erleben
meɾal	meʁal	merɑl	Meral	-	Meral Schnatterer ist die aktuelle Werbefigur von Sensodyne die eben diese Zahnpasta empfiehlt
scnatteɐeɐ	ʃnatɐɐ	ʃnatərɜ	Schnatterer	1,2	Meral Schnatterer ist die aktuelle Werbefigur von Sensodyne die eben diese Zahnpasta empfiehlt
vɛʁbəfiɡuɐ	vɛʁbefɪguɐ	vɛɾbefɪɡuɾ	Werbefigur	-	Meral Schnatterer ist die aktuelle Werbefigur von Sensodyne die eben diese Zahnpasta empfiehlt
zɛnzodʏnə	zɛnzodynə	zɛnzodynə	Sensodyne	-	Meral Schnatterer ist die aktuelle Werbefigur von Sensodyne die eben diese Zahnpasta empfiehlt
ebm	ebən	ebən	eben	-	Meral Schnatterer ist die aktuelle Werbefigur von Sensodyne die eben diese Zahnpasta empfiehlt
damə	dame	dɑmə	Dame	-	Die Dame ist offenbar vom Fach denn sie ist keine Zahnarztfrau mehr sondern eine Dentalhygienikerin und weiß somit offenbar wovon sie da redet
ɔfnbaɐ	ɔffɛnbaʁ	ɔfənbɑɾ	offenbar	2	Die Dame ist offenbar vom Fach denn sie ist keine Zahnarztfrau mehr sondern eine Dentalhygienikerin und weiß somit offenbar wovon sie da redet
tsanaɐtstfʁaʊ	tsanaʁtstfʁao	tsɑnaɾtstfraʊ	Zahnarztfrau	-	Die Dame ist offenbar vom Fach denn sie ist keine Zahnarztfrau mehr sondern eine Dentalhygienikerin und weiß somit offenbar wovon sie da redet
zɔndɐn	zɔndɛʁn	zɔndɜn	sondern	-	Die Dame ist offenbar vom Fach denn sie ist keine Zahnarztfrau mehr sondern eine Dentalhygienikerin und weiß somit offenbar wovon sie da redet
dɛntalhʏɡiɛnikeɐɪn	dɛntalyginikɐɪn	dɛntalhyɡɪenikərɪn	Dentalhygienikerin	-	Die Dame ist offenbar vom Fach denn sie ist keine Zahnarztfrau mehr sondern eine Dentalhygienikerin und weiß somit offenbar wovon sie da redet
vofɔn	vovon	vovon	wovon	2,3	Die Dame ist offenbar vom Fach denn sie ist keine Zahnarztfrau mehr sondern eine Dentalhygienikerin und weiß somit offenbar wovon sie da redet
aɪndʁʊk	aendʁʊk	aɪndɾʊk	Eindruck	-	Bevor hier der Eindruck entsteht dass ich mich über den Berufszweig des Dentalhygienikers lustig mache oder ihn herabwürdige mitnichten Herrschaften
bəʁufstsvaɪk	bəʁʊfstsvəɪc	bərʊfstsvaɪk	Berufszweig	-	Bevor hier der Eindruck entsteht dass ich mich über den Berufszweig des Dentalhygienikers lustig mache oder ihn herabwürdige mitnichten Herrschaften
dɛntalhʏɡiɛnikeɐs	dɛntalyginikɛʁs	dɛntalhyɡɪenikɜs	Dentalhygienikers	-	Bevor hier der Eindruck entsteht dass ich mich über den Berufszweig des Dentalhygienikers lustig mache oder ihn herabwürdige mitnichten Herrschaften
lʊstɪk	lʊstɪc	lʊstɪc	lustig	-	Bevor hier der Eindruck entsteht dass ich mich über den Berufszweig des Dentalhygienikers lustig mache oder ihn herabwürdige mitnichten Herrschaften
hɛʁapvʏʁdɪɡə	hɛʁapvʏʁdɪgə	hɛrabvyɾdɪɡə	herabwürdige	-	Bevor hier der Eindruck entsteht dass ich mich über den Berufszweig des Dentalhygienikers lustig mache oder ihn herabwürdige mitnichten Herrschaften
mɪtnɪctn	mɪtnɪctən	mɪtnɪctən	mitnichten	-	Bevor hier der Eindruck entsteht dass ich mich über den Berufszweig des Dentalhygienikers lustig mache oder ihn herabwürdige mitnichten Herrschaften
hɛʁʃaftn	heɐʁstshaftən	hɛɾʃaftən	Herrschaften	2	Bevor hier der Eindruck entsteht dass ich mich über den Berufszweig des Dentalhygienikers lustig mache oder ihn herabwürdige mitnichten Herrschaften
dɛntalhʏɡiɛnikeɐ	dɛntalyginikɐ	dɛntalhyɡɪenɪkɜ	Dentalhygieniker	-	Ein Dentalhygieniker ist aus meiner Sicht eine durchaus glaubhaftere Werbefigur als die Zahnarztfrau oder der Zahnarztbriefträger oder der Zahnarztzulieferer der medizinische Eiltransporte auch zu schlafender Stunde realisiert
dʊʁcaʊs	dʊʁxaos	d??caʊs	durchaus	3	Ein Dentalhygieniker ist aus meiner Sicht eine durchaus glaubhaftere Werbefigur als die Zahnarztfrau oder der Zahnarztbriefträger oder der Zahnarztzulieferer der medizinische Eiltransporte auch zu schlafender Stunde realisiert
ɡlaʊphaftəʁə	glaophaftɐə	ɡlaʊphaftərə	glaubhaftere	-	Ein Dentalhygieniker ist aus meiner Sicht eine durchaus glaubhaftere Werbefigur als die Zahnarztfrau oder der Zahnarztbriefträger oder der Zahnarztzulieferer der medizinische Eiltransporte auch zu schlafender Stunde realisiert
tsanaɐtstbʁiftʁɛɡɐ	tsanaʁtstbʁiftʁɛgɐ	tsɑnaɾtstbɾiftɾɛɡɜ	Zahnarztbriefträger	-	Ein Dentalhygieniker ist aus meiner Sicht eine durchaus glaubhaftere Werbefigur als die Zahnarztfrau oder der Zahnarztbriefträger oder der Zahnarztzulieferer der medizinische Eiltransporte auch zu schlafender Stunde realisiert
tsanaɐtsttsulifəʁəʁ	tsanaʁtsttsulifɐɐ	tsɑnaɾtstsulifərɜ	Zahnarztzulieferer	-	Ein Dentalhygieniker ist aus meiner Sicht eine durchaus glaubhaftere Werbefigur als die Zahnarztfrau oder der Zahnarztbriefträger oder der Zahnarztzulieferer der medizinische Eiltransporte auch zu schlafender Stunde realisiert
aɪltʁanʃpoɐtə	aeltʁanspɔʁtə	aɪltɾanspɔɾtə	Eiltransporte	1	Ein Dentalhygieniker ist aus meiner Sicht eine durchaus glaubhaftere Werbefigur als die Zahnarztfrau oder der Zahnarztbriefträger oder der Zahnarztzulieferer der medizinische Eiltransporte auch zu schlafender Stunde realisiert
ʃlafndɐ	ʃlafɛndɐ	ʃlɑfəndɜ	schlafender	-	Ein Dentalhygieniker ist aus meiner Sicht eine durchaus glaubhaftere Werbefigur als die Zahnarztfrau oder der Zahnarztbriefträger oder der Zahnarztzulieferer der medizinische Eiltransporte auch zu schlafender Stunde realisiert
ʁealiziɐt	ʁəaliziʁt	realiziɾt	realisiert	-	Ein Dentalhygieniker ist aus meiner Sicht eine durchaus glaubhaftere Werbefigur als die Zahnarztfrau oder der Zahnarztbriefträger oder der Zahnarztzulieferer der medizinische Eiltransporte auch zu schlafender Stunde realisiert
miɐ	mɪʁ	miɾ	Mir	-	Mir fällt bei derart Werbefilmchen nur immer wieder auf dass hier eine sehr verschleierte Art angewandt wird die Vorteile eines Produktes hervorzuheben
deɐaɐt	deʁaʁt	deraɾt	derart	-	Mir fällt bei derart Werbefilmchen nur immer wieder auf dass hier eine sehr verschleierte Art angewandt wird die Vorteile eines Produktes hervorzuheben
vɛʁbəfɪlmcən	vɛʁbefɪlmcən	vɛɾbefɪlmcən	Werbefilmchen	-	Mir fällt bei derart Werbefilmchen nur immer wieder auf dass hier eine sehr verschleierte Art angewandt wird die Vorteile eines Produktes hervorzuheben
fɛɐʃlaɪɐtə	fɛɐʃləiʁtə	fɛɾʃlaɪɜtə	verschleierte	2	Mir fällt bei derart Werbefilmchen nur immer wieder auf dass hier eine sehr verschleierte Art angewandt wird die Vorteile eines Produktes hervorzuheben
aɐt	aʁt	ɑɾt	Art	x	Mir fällt bei derart Werbefilmchen nur immer wieder auf dass hier eine sehr verschleierte Art angewandt wird die Vorteile eines Produktes hervorzuheben
foɐtaɪlə	foɐtəilə	foɾtaɪlə	Vorteile	-	Mir fällt bei derart Werbefilmchen nur immer wieder auf dass hier eine sehr verschleierte Art angewandt wird die Vorteile eines Produktes hervorzuheben
hɛɐfoɐtsuhebn	heɐfoɐtsuhebən	hɛɾfoɾtsuhebən	hervorzuheben	-	Mir fällt bei derart Werbefilmchen nur immer wieder auf dass hier eine sehr verschleierte Art angewandt wird die Vorteile eines Produktes hervorzuheben
vɛʁbəspɔt	vɛʁbɛspot	vɛɾbɛspot	Werbespot	-	Der Werbespot den man uns derzeit im kredenzt ist dafür umso besser gelungen
deɐtsaɪt	dɛʁtsəit	dɛɾtsaɪt	derzeit	-	Der Werbespot den man uns derzeit im kredenzt ist dafür umso besser gelungen
dafyɐ	dafyʁ	dɑfyɾ	dafür	-	Der Werbespot den man uns derzeit im kredenzt ist dafür umso besser gelungen
vaɪbɐ	vaebɐ	vaɪbɜ	Weiber	-	Wie die Weiber aus der Pelle hoppsen weil sie das Gleiche anhaben köstlich
hɔppsɛn	hɔppsən	hɔpzən	hoppsen	1,2	Wie die Weiber aus der Pelle hoppsen weil sie das Gleiche anhaben köstlich
anhabm	anhabən	anhɑbən	anhaben	-	Wie die Weiber aus der Pelle hoppsen weil sie das Gleiche anhaben köstlich
lebn	lebən	lebən	Leben	-	Ist ja im wahren Leben nicht anders
andɐs	andɛʁs	andɜs	anders	-	Ist ja im wahren Leben nicht anders
mɛdls	mɛdɛls	mɛdəls	Mädels	-	Nur dass die Mädels eher hinterm Rücken rumgaaken als sich öffentlichkeitswirksam gegenseitig auf die Hardware zu rücken und fleißig Mobiliar zerdeppern
eɐ	eəʁ	eɜ	eher	-	Nur dass die Mädels eher hinterm Rücken rumgaaken als sich öffentlichkeitswirksam gegenseitig auf die Hardware zu rücken und fleißig Mobiliar zerdeppern
hɪntɐm	hɪntɛʁm	hɪntɜm	hinterm	-	Nur dass die Mädels eher hinterm Rücken rumgaaken als sich öffentlichkeitswirksam gegenseitig auf die Hardware zu rücken und fleißig Mobiliar zerdeppern
ʁʏkn	ʁʏkən	rykən	Rücken	-	Nur dass die Mädels eher hinterm Rücken rumgaaken als sich öffentlichkeitswirksam gegenseitig auf die Hardware zu rücken und fleißig Mobiliar zerdeppern
ʁʊmɡaakɛn	ʁʊmgakən	rʊmɡɑkən	rumgaaken	1	Nur dass die Mädels eher hinterm Rücken rumgaaken als sich öffentlichkeitswirksam gegenseitig auf die Hardware zu rücken und fleißig Mobiliar zerdeppern
œfntlɪckaɪtsvɪʁkzam	œffɛntlɪckaetsvɪʁkzal	œfəntlɪckaɪtsvɪɾkzɑm	öffentlichkeitswirksam	2	Nur dass die Mädels eher hinterm Rücken rumgaaken als sich öffentlichkeitswirksam gegenseitig auf die Hardware zu rücken und fleißig Mobiliar zerdeppern
ɡeɡnzaɪtɪk	gəgənzəitɪc	ɡeɡənzaɪtɪc	gegenseitig	-	Nur dass die Mädels eher hinterm Rücken rumgaaken als sich öffentlichkeitswirksam gegenseitig auf die Hardware zu rücken und fleißig Mobiliar zerdeppern
haɐtvɛɐ	haʁtvaʁə	hɑdweə	Hardware	2	Nur dass die Mädels eher hinterm Rücken rumgaaken als sich öffentlichkeitswirksam gegenseitig auf die Hardware zu rücken und fleißig Mobiliar zerdeppern
flaɪsɪk	flaeszɪc	flaɪsɪc	fleißig	-	Nur dass die Mädels eher hinterm Rücken rumgaaken als sich öffentlichkeitswirksam gegenseitig auf die Hardware zu rücken und fleißig Mobiliar zerdeppern
mobiliaɐ	mobiliaʁ	mobiliɑɾ	Mobiliar	-	Nur dass die Mädels eher hinterm Rücken rumgaaken als sich öffentlichkeitswirksam gegenseitig auf die Hardware zu rücken und fleißig Mobiliar zerdeppern
ʊnɡlaʊpvʏʁdɪk	ʊnglaopvʏʁdɪc	ʊnɡlaʊbvyɾdɪc	Unglaubwürdig	-	Unglaubwürdig ist an dem Spot auch noch dass sich die Mädels nach ihrem Fight direkt wieder verstehen lieb haben und ein Bild vom Modezwilling an Bonprix schicken um ein Jahr lang und Mode für ein ganzes Jahr gewinnen
spɔt	ʃpot	ʃpot	Spot	2,3	Unglaubwürdig ist an dem Spot auch noch dass sich die Mädels nach ihrem Fight direkt wieder verstehen lieb haben und ein Bild vom Modezwilling an Bonprix schicken um ein Jahr lang und Mode für ein ganzes Jahr gewinnen
modətsvɪlɪŋ	modɛtsvɪllɪŋ	modɛtsvɪlɪŋ	Modezwilling	2	Unglaubwürdig ist an dem Spot auch noch dass sich die Mädels nach ihrem Fight direkt wieder verstehen lieb haben und ein Bild vom Modezwilling an Bonprix schicken um ein Jahr lang und Mode für ein ganzes Jahr gewinnen
bonpʁiks	bɔnpʁiks	bɔnpɾɪks	Bonprix	1,2,3	Unglaubwürdig ist an dem Spot auch noch dass sich die Mädels nach ihrem Fight direkt wieder verstehen lieb haben und ein Bild vom Modezwilling an Bonprix schicken um ein Jahr lang und Mode für ein ganzes Jahr gewinnen
ʃɪkn	ʃɪkŋ	ʃɪkən	schicken	-	Unglaubwürdig ist an dem Spot auch noch dass sich die Mädels nach ihrem Fight direkt wieder verstehen lieb haben und ein Bild vom Modezwilling an Bonprix schicken um ein Jahr lang und Mode für ein ganzes Jahr gewinnen
fʁaɡə	fʁagə	frɑɡə	Frage	-	Ich hab die Frage neulich gestellt bekommen und konnte mich einfach nicht daran erinnern wie das geklappt hat
nɔɪlɪc	nɔɔʏlɪc	nɔølɪc	neulich	2,3	Ich hab die Frage neulich gestellt bekommen und konnte mich einfach nicht daran erinnern wie das geklappt hat
ɛɐɪnɐn	ɛɐɪnnɛʁn	ɛɾɪnɜn	erinnern	2	Ich hab die Frage neulich gestellt bekommen und konnte mich einfach nicht daran erinnern wie das geklappt hat
fʊŋktsioniʁən	fʊŋktsjoniʁən	fʊŋktsjonirən	funktionieren	-	Warum soll das dann überhaupt funktionieren wenn das Display ausgeschaltet ist
fʁaɡn	fʁagən	frɑɡən	Fragen	-	Die Fragen sind berechtigt der Bedarf dazu aber irgendwie auch
ɪʁɡntvi	ɪʁgɛntvijə	ɪɾɡəndvi	irgendwie	-	Die Fragen sind berechtigt der Bedarf dazu aber irgendwie auch
videopɔʁtalɛn	videopɔʁtalən	videopɔɾtɑlən	Videoportalen	-	In vielen Videoportalen darunter Youtube parken Videos von Songs
jutjub	ʏɔutubə	jutubə	Youtube	2,3	In vielen Videoportalen darunter Youtube parken Videos von Songs
paʁkn	paʁkən	paɾkən	parken	-	In vielen Videoportalen darunter Youtube parken Videos von Songs
sɔŋs	zɔŋs	sɒŋz	Songs	-	In vielen Videoportalen darunter Youtube parken Videos von Songs
mɪtlɐvaɪlə	mɪttlɛʁvəilə	mɪtlɜvaɪlə	mittlerweile	-	Seine Videos sind mittlerweile sehr bekannt und ich bin bei Weitem nicht der Einzige der sich fragt Wie macht der das
bin	bɪn	bɪn	bin	-	Seine Videos sind mittlerweile sehr bekannt und ich bin bei Weitem nicht der Einzige der sich fragt Wie macht der das
tyɐcən	tʏʁcən	tyɾcən	Türchen	-	Hinter einem der Türchen versteckt sich sogar eine Anleitung wie ein solcher Zaubertrick entsteht
zɔlcɐ	zɔlxɐ	zɔlcɜ	solcher	-	Hinter einem der Türchen versteckt sich sogar eine Anleitung wie ein solcher Zaubertrick entsteht
tsaʊbɐtʁɪk	tsaobɛʁtʁɪk	tsaʊbɜtɾɪk	Zaubertrick	-	Hinter einem der Türchen versteckt sich sogar eine Anleitung wie ein solcher Zaubertrick entsteht
venɪk	venɪc	venɪc	wenig	-	Als ich die aktuelle Werbung zum neuen Ford Max gesehen habe ich mir schon ein wenig anders geworden
tʊʁmʃpʁɪŋɐ	tʊʁmspʁɪŋɐ	t??mʃpɾɪŋɜ	Turmspringer	3	Da hopst ein Turmspringer durch das Auto mit geöffneten Türen von einem Sprungbrett direkt in ein Schwimmbecken
ɡəœfnətn	gəœffnətən	ɡəœfnətən	geöffneten	-	Da hopst ein Turmspringer durch das Auto mit geöffneten Türen von einem Sprungbrett direkt in ein Schwimmbecken
ʃpʁʊŋbʁɛt	ʃpʁʊŋbʁkɛt	ʃpɾʊŋbɾɛt	Sprungbrett	-	Da hopst ein Turmspringer durch das Auto mit geöffneten Türen von einem Sprungbrett direkt in ein Schwimmbecken
ʃvɪmbɛkn	ʃvɪmmbɛkən	ʃvɪmbɛkən	Schwimmbecken	-	Da hopst ein Turmspringer durch das Auto mit geöffneten Türen von einem Sprungbrett direkt in ein Schwimmbecken
spɔts	ʃpɔts	ʃpots	Spots	2,3	Die Botschaft des Spots ist dass man als Nutzer des Ford elendig viel Raum im Fahrzeug selbst und einen wirklich luxuriösen Einstiegs und Ausstiegskomfort genießen kann sofern er sich für das Fahrzeug entscheidet
faɐtsɔɪk	faɐtsɔʏk	fɑɾtsɔøk	Fahrzeug	3	Die Botschaft des Spots ist dass man als Nutzer des Ford elendig viel Raum im Fahrzeug selbst und einen wirklich luxuriösen Einstiegs und Ausstiegskomfort genießen kann sofern er sich für das Fahrzeug entscheidet
lʊksuʁiøzn	luksuʁɪøzən	lʊksuriøzən	luxuriösen	-	Die Botschaft des Spots ist dass man als Nutzer des Ford elendig viel Raum im Fahrzeug selbst und einen wirklich luxuriösen Einstiegs und Ausstiegskomfort genießen kann sofern er sich für das Fahrzeug entscheidet
aɪnʃtiks	aenʃtiks	aɪnʃtiɡs	Einstiegs	-	Die Botschaft des Spots ist dass man als Nutzer des Ford elendig viel Raum im Fahrzeug selbst und einen wirklich luxuriösen Einstiegs und Ausstiegskomfort genießen kann sofern er sich für das Fahrzeug entscheidet
aʊsʃtikskɔmfɔʁt	aosʃtikskɔmfɔʁt	aʊsʃtikskɔmfɔɾt	Ausstiegskomfort	-	Die Botschaft des Spots ist dass man als Nutzer des Ford elendig viel Raum im Fahrzeug selbst und einen wirklich luxuriösen Einstiegs und Ausstiegskomfort genießen kann sofern er sich für das Fahrzeug entscheidet
demɔnstʁiʁən	demɔnstʁiʁen	demɔnstɾirən	demonstrieren	-	Um das zu demonstrieren lassen die Fordler eben einen Turmspringer durch das Auto hoppsen
lasn	laszən	lasən	lassen	-	Um das zu demonstrieren lassen die Fordler eben einen Turmspringer durch das Auto hoppsen
fɔʁtleɐ	fɔʁdlɐ	fɔɾdlɜ	Fordler	-	Um das zu demonstrieren lassen die Fordler eben einen Turmspringer durch das Auto hoppsen
eɐstɐ	ɛɐʃtɐ	eɾstɜ	erster	2	Mein erster Gedanke Fake animiert oder sonst was
fɛɪk	fakə	fɑkə	Fake	2,3	Mein erster Gedanke Fake animiert oder sonst was
animiɐt	animiʁt	animiɾt	animiert	-	Mein erster Gedanke Fake animiert oder sonst was
tsvaɪtɐ	tsvəitɐ	tsvaɪtɜ	zweiter	-	Mein zweiter Gedanke Frag mal Tante Google ob die nicht ein Making of des Spots parat hat
ɡuɡl	gɔɔklə	ɡuɡəl	Google	2	Mein zweiter Gedanke Frag mal Tante Google ob die nicht ein Making of des Spots parat hat
op	ɔp	ɔp	ob	-	Mein zweiter Gedanke Frag mal Tante Google ob die nicht ein Making of des Spots parat hat
me‍ɪkɪŋ	makɪŋ	mɑkɪŋ	Making	2,3	Mein zweiter Gedanke Frag mal Tante Google ob die nicht ein Making of des Spots parat hat
hatse	hatzə	hatzə	hatse	-	Jupp hatse
vɛlcn	vɛlcən	vɛlcən	welchen	-	In welchen Mengen ist Salz aber tatsächlich empfehlenswert
ɡəʃtʁɪcənən	gəʃtʁɪcənən	ɡəʃtɾɪcənən	gestrichenen	-	Diese Menge entspricht etwa einem gestrichenen Teelöffel Salz
