grapheme	label	olaph	espeak	gruut	olaph_source	olaph_splits	olaph_per	espeak_per	gruut_per
Alsacia	alsaθja	alsaθja	alsˈaθja	alsaθʝa	compound	al|sacia	0.000	0.143	0.143
Alsasua	alsaswa	alsaswa	alsˈaswa	alsaswa	compound	al|s|as|ua	0.000	0.143	0.000
Altamira	altamiɾa	altamiɾa	ˌaltamˈiɾa	altamiɾa	compound	alta|mira	0.000	0.250	0.000
Altamirano	altamiɾano	altamiɾano	ˌaltamiɾˈano	altamiɾano	compound	alta|miran|o	0.000	0.200	0.000
Altea	altea	altea	altˈea	altea	dict	[]	0.000	0.200	0.000
Alvarado	albaɾado	albaɾaðo	ˌalβaɾˈaðo	albaɾado	compound	al|varado	0.125	0.500	0.000
Alvardo	albaɾdo	alβaɾðo	alβˈaɾðo	albaɾdo	compound	al|v|ardo	0.286	0.429	0.000
Alvarenga	albaɾenɡa	albaɾenɡa	ˌalβaɾˈɛŋɡa	albaɾenga	dict	[]	0.000	0.556	0.111
Alviar	albjaɾ	albiaɾ	alβjˈaɾ	albʝaɾ	compound	al|vi|ar	0.167	0.333	0.167
Alzaga	alθaɡa	alθaɡa	alθˈaɣa	alθaga	compound	alza|ga	0.000	0.333	0.167
Alzamora	alθamoɾa	alθamoɾa	ˌalθamˈoɾa	alθamoɾa	compound	alza|mora	0.000	0.250	0.000
Alzate	alθate	alθate	alθˈate	alθate	compound	alza|te	0.000	0.167	0.000
Alá	ala	aˈla	alˈa	ala	dict	[]	0.333	0.333	0.000
Alán	alan	alan	alˈan	alan	dict	[]	0.000	0.250	0.000
Amadeo	amadeo	amadeo	ˌamaðˈeo	amadeo	compound	ama|deo	0.000	0.500	0.000
Amado	amado	amaðo	amˈaðo	amado	dict	[]	0.200	0.400	0.000
Amador	amadoɾ	amaðoɾ	ˌamaðˈoɾ	amadoɾ	dict	[]	0.167	0.500	0.000
Amagá	amaɡa	amaˈɡa	ˌamaɣˈa	amaga	compound	[]	0.200	0.600	0.200
Amalfitano	amalfitano	amalfitano	ˌamalfitˈano	amalfitano	dict	[]	0.000	0.200	0.000
Amalia	amalja	amalja	amˈalja	amalʝa	compound	ama|lia	0.000	0.167	0.167
Amancio	amanθjo	amanθjo	amˈanθjo	amanθʝo	compound	aman|cio	0.000	0.143	0.143
Amanda	amanda	amanda	amˈanda	amanda	compound	aman|da	0.000	0.167	0.000
Amapola	amapola	amapola	ˌamapˈola	amapola	dict	[]	0.000	0.286	0.000
Amarilla	amaɾiʝa	amaɾiʎa	ˌamaɾˈiʎa	amaɾiʎa	dict	[]	0.143	0.429	0.143
Amarillo	amaɾiʝo	amaɾiʎo	ˌamaɾˈiʎo	amaɾiʎo	dict	[]	0.143	0.429	0.143
Amaro	amaɾo	amaɾo	amˈaɾo	amaɾo	dict	[]	0.000	0.200	0.000
Amatista	amatista	amatista	ˌamatˈista	amatista	dict	[]	0.000	0.250	0.000
Amaya	amaʝa	amaʝa	amˈajja	amaʝa	compound	ama|ya	0.000	0.600	0.000
Amazonas	amaθonas	amaθonas	ˌamaθˈonas	amaθonas	dict	[]	0.000	0.250	0.000
Amazonía	amaθonia	amaθoˈnia	ˌamaθonˈia	amaθonia	compound	ama|zo|nía	0.125	0.250	0.000
Amberes	ambeɾes	ambeɾes	ambˈeɾes	ambeɾes	compound	am|ber|es	0.000	0.143	0.000
Ambo	ambo	ambo	ˈambo	ambo	compound	am|bo	0.000	0.250	0.000
Ambrosini	ambɾosini	ambrosini	ˌambɾosˈini	ambɾosini	compound	am|b|ros|in|i	0.111	0.222	0.000
Ameghino	ameɡino	ameɡino	ˌameɣˈino	amegino	dict	[]	0.000	0.429	0.143
Amelia	amelja	amelja	amˈelja	amelʝa	compound	ame|lia	0.000	0.167	0.167
Amescua	ameskwa	ameskwa	amˈeskwa	ameskwa	compound	ames|cua	0.000	0.143	0.000
Amezcua	ameθkwa	ameθkwa	amˈeθkwa	ameθkwa	dict	[]	0.000	0.143	0.000
Amigo	amiɡo	amiɣo	amˈiɣo	amigo	dict	[]	0.200	0.400	0.200
Ammán	aman	aˈman	ammˈan	amman	compound	[]	0.250	0.500	0.250
Amor	amoɾ	amoɾ	amˈoɾ	amoɾ	dict	[]	0.000	0.250	0.000
Amorebieta	amoɾebjeta	amoɾebieta	ˌamoɾeβjˈeta	amoɾebʝeta	compound	amor|e|bi|eta	0.100	0.300	0.100
Amparo	ampaɾo	ampaɾo	ampˈaɾo	ampaɾo	dict	[]	0.000	0.167	0.000
Amsterdam	amsteɾdam	ˌæmstəˈdæm	ˌamsteɾðˈam	amsteɾdam	all_lang	[]	0.556	0.333	0.000
Amán	aman	aˈman	amˈan	aman	dict	[]	0.250	0.250	0.000
América	ameɾika	aˈmeɾika	amˈeɾika	ameɾika	dict	[]	0.143	0.143	0.000
Américas	ameɾikas	aˈmeɾikas	amˈeɾikas	ameɾikas	compound	américa|s	0.125	0.125	0.000
Américo	ameɾiko	aˈmeriko	amˈeɾiko	ameɾiko	compound	amé|rico	0.286	0.143	0.000
Amésquita	ameskita	aˈmeskita	amˈeskita	ameskita	compound	amé|s|quita	0.125	0.125	0.000
Amézquita	ameθkita	ameθkita	amˈeθkita	ameθkita	dict	[]	0.000	0.125	0.000
Amílcar	amilkaɾ	aˈmilkaɾ	amˈilkaɾ	amilkaɾ	compound	a|mí|l|car	0.143	0.143	0.000
Amón	amon	aˈmon	amˈon	amon	dict	[]	0.250	0.250	0.000
Amós	amos	aˈmos	amˈos	amos	compound	amó|s	0.250	0.250	0.000
Ana	ana	ana	ˈana	ana	dict	[]	0.000	0.333	0.000
Anabel	anabel	anabel	ˌanaβˈel	anabel	compound	ana|be|l	0.000	0.500	0.000
Anacleto	anakleto	anakleto	ˌanaklˈeto	anakleto	compound	an|acle|to	0.000	0.250	0.000
Anahí	anai	anaˈi	ˌanaˈi	anaii	compound	an|ahí	0.250	0.500	0.250
Analía	analia	anaˈlia	ˌanalˈia	analia	compound	ana|lía	0.167	0.333	0.000
Anamorós	anamoɾos	anamoˈɾos	ˌanamoɾˈos	anamoɾos	compound	ana|moró|s	0.125	0.250	0.000
Anampa	anampa	anampa	anˈampa	anampa	compound	ana|m|pa	0.000	0.167	0.000
Ananké	ananke	ananˈke	ˌanaŋkˈe	ananke	all_lang	[]	0.167	0.500	0.000
Anapa	anapa	anapa	anˈapa	anapa	compound	ana|pa	0.000	0.200	0.000
Anastasia	anastasja	anastasja	ˌanastˈasja	anastasʝa	dict	[]	0.000	0.222	0.111
Anastasio	anastasjo	anastasjo	ˌanastˈasjo	anastasʝo	compound	ana|s|tasio	0.000	0.222	0.111
Anatolia	anatolja	anatolja	ˌanatˈolja	anatolʝa	compound	ana|to|lia	0.000	0.250	0.125
Anaya	anaʝa	anaʝa	anˈajja	anaʝa	compound	ana|ya	0.000	0.600	0.000
Ancheta	antʃeta	aɲtʃeta	antʃˈeta	aɲtʃeta	dict	[]	0.143	0.143	0.143
Anchondo	antʃondo	antʃondo	antʃˈondo	aɲtʃondo	dict	[]	0.000	0.125	0.125
Anda	anda	anda	ˈanda	anda	dict	[]	0.000	0.250	0.000
Andalucía	andaluθia	andaluˈθia	ˌandaluθˈia	andaluθia	compound	anda|lucía	0.111	0.222	0.000
Andaya	andaʝa	andaʝa	andˈajja	andaʝa	compound	anda|ya	0.000	0.500	0.000
Anderson	andeɾson	anderson	andˈeɾson	andeɾson	compound	ande|r|son	0.125	0.125	0.000
Andes	andes	andes	ˈandes	andes	dict	[]	0.000	0.200	0.000
Andorra	andora	andora	andˈoɾɾa	andora	dict	[]	0.000	0.500	0.000
Andoáin	andoain	andoˈain	ˌandoˈain	andoain	compound	[]	0.143	0.286	0.000
Andrade	andɾade	ʔanˈdɾade	andɾˈaðe	andɾade	all_lang	[]	0.286	0.286	0.000
Andrea	andɾea	andrea	andɾˈea	andɾea	compound	an|d|rea	0.167	0.167	0.000
André	andɾe	andɾe	andɾˈe	andɾe	dict	[]	0.000	0.200	0.000
Andrés	andɾes	anˈdɾes	andɾˈes	andɾes	dict	[]	0.167	0.167	0.000
Andrómaca	andɾomaka	anˈdɾomaka	andɾˈomaka	andɾomaka	compound	[]	0.111	0.111	0.000
Andrómeda	andɾomeda	anˈdɾomeða	andɾˈomeða	andɾomeda	dict	[]	0.222	0.222	0.000
Anfitrión	anfitɾjon	amfiˈtɾjon	ˌamfitɾiˈon	amfitɾʝon	dict	[]	0.222	0.444	0.222
Angat	anɡat	anɡat	aŋɡˈat	angat	compound	an|ga|t	0.000	0.400	0.200
Angola	anɡola	angola	aŋɡˈola	angola	compound	an|gola	0.167	0.333	0.167
Angora	anɡoɾa	aŋgoɾa	aŋɡˈoɾa	angoɾa	dict	[]	0.333	0.333	0.167
Anguiano	anɡjano	angjano	aŋɡjˈano	angʝano	compound	an|guia|no	0.143	0.286	0.286
Anguila	anɡila	aŋgila	aŋɡˈila	angila	dict	[]	0.333	0.333	0.167
Angulo	anɡulo	anɡulo	aŋɡˈulo	angulo	dict	[]	0.000	0.333	0.167
Angélica	anxelika	aˈŋxelika	aŋxˈelika	anxelika	dict	[]	0.250	0.250	0.000
Angélina	anxelina	anxˈelina	aŋxˈelina	anxelina	compound	an|g|él|ina	0.125	0.250	0.000
Angón	anɡon	anˈɡon	aŋɡˈon	angon	compound	[]	0.200	0.400	0.200
Aniceto	aniθeto	aniθeto	ˌaniθˈeto	aniθeto	dict	[]	0.000	0.286	0.000
Anita	anita	anita	anˈita	anita	dict	[]	0.000	0.200	0.000
Ankara	ankaɾa	ankaɾa	aŋkˈaɾa	ankaɾa	compound	an|ka|ra	0.000	0.333	0.000
Anorí	anoɾi	anoˈɾi	ˌanoɾˈi	anoɾi	compound	[]	0.200	0.400	0.000
Ansaldo	ansaldo	ansaldo	ansˈalðo	ansaldo	compound	an|saldo	0.000	0.286	0.000
Anselmo	anselmo	anselmo	ansˈelmo	anselmo	compound	an|se|l|mo	0.000	0.143	0.000
Ansoáin	ansoain	ansoˈain	ˌansoˈain	ansoain	compound	[]	0.143	0.286	0.000
Antananarivo	antananaɾibo	antananariβo	ˌantanˌanaɾˈiβo	antananaɾibo	compound	an|tan|ana|ri|v|o	0.167	0.333	0.000
Antauro	antauɾo	antauɾo	antˈaʊɾo	antauɾo	compound	an|tauro	0.000	0.286	0.000
Antequera	antekeɾa	antekeɾa	ˌantekˈeɾa	antekeɾa	compound	ante|quera	0.000	0.250	0.000
Antero	anteɾo	antero	antˈeɾo	anteɾo	compound	ante|ro	0.167	0.167	0.000
Antigua	antiɡwa	antiɣwa	antˈiɣwa	antigwa	dict	[]	0.143	0.286	0.143
Antilla	antiʝa	antiʎa	antˈiʎa	antiʎa	compound	an|tilla	0.167	0.333	0.167
Antioquia	antjokja	antjokja	antjˈokja	antʝokʝa	dict	[]	0.000	0.125	0.250
Antioquía	antjokia	antjokia	ˌantjokˈia	antʝokia	dict	[]	0.000	0.250	0.125
Antofagasta	antofaɡasta	antofagasta	ˌantofaɣˈasta	antofagasta	compound	an|to|fa|gasta	0.091	0.273	0.091
Antonela	antonela	antonela	ˌantonˈela	antonela	compound	an|tonel|a	0.000	0.250	0.000
Antonia	antonja	antonja	antˈonja	antonʝa	dict	[]	0.000	0.143	0.143
Antonieta	antonjeta	antonjeta	ˌantonjˈeta	antonʝeta	compound	an|to|nieta	0.000	0.222	0.111
Antonio	antonjo	antonjo	antˈonjo	antonʝo	dict	[]	0.000	0.143	0.143
Antonito	antonito	antonito	ˌantonˈito	antonito	compound	an|to|nito	0.000	0.250	0.000
Antártida	antaɾtida	anˈtaɾtida	antˈaɾtiða	antaɾtida	compound	[]	0.111	0.222	0.000
Antón	anton	anˈton	antˈon	anton	dict	[]	0.200	0.200	0.000
Antúnez	antuneθ	anˈtuneθ	antˈuneθ	antuneθ	compound	an|túnez	0.143	0.143	0.000
Anubis	anubis	anubis	anˈuβis	anubis	compound	an|u|bis	0.000	0.333	0.000
Anunciación	anunθjaθjon	anunθjaˈθjon	ˌanunθjaθjˈon	anunθʝaθʝon	dict	[]	0.091	0.182	0.182
Anzaldo	anθaldo	anθaldo	anθˈalðo	anθaldo	compound	an|zal|do	0.000	0.286	0.000
Anzoátegui	anθoateɡi	anθoˈateɡi	ˌanθoˈateɣi	anθoategi	compound	[]	0.111	0.333	0.111
Anádir	anadiɾ	aˈnadiɾ	anˈaðiɾ	anadiɾ	compound	[]	0.167	0.333	0.000
Aníbal	anibal	aˈnibal	anˈiβal	anibal	compound	[]	0.167	0.333	0.000
Apalaches	apalatʃes	apalatʃes	ˌapalˈatʃes	apalatʃes	compound	a|pala|ches	0.000	0.222	0.000
Apaneca	apaneka	apaneka	ˌapanˈeka	apaneka	compound	a|pan|e|ca	0.000	0.286	0.000
Aparicio	apaɾiθjo	apaɾiθjo	ˌapaɾˈiθjo	apaɾiθʝo	dict	[]	0.000	0.250	0.125
Apastepeque	apastepeke	apastepeke	ˌapastepˈeke	apastepeke	compound	apaste|peque	0.000	0.200	0.000
Apaza	apaθa	apaθa	apˈaθa	apaθa	compound	a|paza	0.000	0.200	0.000
Apeninos	apeninos	apeninos	ˌapenˈinos	apeninos	compound	a|pe|ni|nos	0.000	0.250	0.000
Apia	apja	apja	ˈapja	apʝa	dict	[]	0.000	0.250	0.250
Apocalipsis	apokalibsis	apokalipsis	ˌapokalˈipsis	apokalipsis	dict	[]	0.091	0.273	0.091
Apolinar	apolinaɾ	apolinaɾ	ˌapolinˈaɾ	apolinaɾ	dict	[]	0.000	0.250	0.000
Apolinario	apolinaɾjo	apolinaɾjo	ˌapolinˈaɾjo	apolinaɾʝo	compound	apolinar|io	0.000	0.200	0.100
Apolo	apolo	apolo	apˈolo	apolo	compound	a|polo	0.000	0.200	0.000
Apolonia	apolonja	apolonja	ˌapolˈonja	apolonʝa	compound	a|polonia	0.000	0.250	0.125
Apolonio	apolonjo	apolonjo	ˌapolˈonjo	apolonʝo	dict	[]	0.000	0.250	0.125
Aponte	aponte	aponte	apˈonte	aponte	compound	a|p|on|te	0.000	0.167	0.000
Apopa	apopa	apopa	apˈopa	apopa	compound	a|popa	0.000	0.200	0.000
Apure	apuɾe	apuɾe	apˈuɾe	apuɾe	dict	[]	0.000	0.200	0.000
Apurímac	apuɾimak	apuɾimak	ˌapuɾˈimak	apuɾimak	dict	[]	0.000	0.250	0.000
Aqueronte	akeɾonte	akeronte	ˌakeɾˈonte	akeɾonte	compound	a|que|ron|te	0.125	0.250	0.000
Aquerón	akeɾon	akeɾon	ˌakeɾˈon	akeɾon	dict	[]	0.000	0.333	0.000
Aquiles	akiles	akiles	akˈiles	akiles	dict	[]	0.000	0.167	0.000
Aquilino	akilino	akilino	ˌakilˈino	akilino	dict	[]	0.000	0.286	0.000
Aquino	akino	akino	akˈino	akino	compound	a|quino	0.000	0.200	0.000
Aquise	akise	akise	akˈise	akise	compound	a|quise	0.000	0.200	0.000
Aquisgrán	akisɡɾan	akisˈɡɾan	ˌakisɣɾˈan	akisgɾan	compound	[]	0.125	0.375	0.125
Aquitania	akitanja	akitanja	ˌakitˈanja	akitanʝa	compound	a|quitan|ia	0.000	0.250	0.125
Arabia	aɾabja	aɾaβja	aɾˈaβja	aɾabʝa	dict	[]	0.167	0.333	0.167
Araceli	aɾaθeli	aɾaθeli	ˌaɾaθˈeli	aɾaθeli	compound	ara|ce|li	0.000	0.286	0.000
Aracely	aɾaθeli	aɾaθeli	ˌaɾaθˈeli	aɾaθelʝ	compound	ara|ce|l|y	0.000	0.286	0.143
Aracena	aɾaθena	aɾaθena	ˌaɾaθˈena	aɾaθena	compound	ara|cena	0.000	0.286	0.000
Aragonés	aɾaɡones	aɾaɣoˈnes	ˌaɾaɣonˈes	aɾagones	dict	[]	0.250	0.375	0.125
Aragua	aɾaɡwa	aɾagwa	aɾˈaɣwa	aɾagwa	compound	ara|gua	0.167	0.333	0.167
Aragón	aɾaɡon	aɾaˈɡon	ˌaɾaɣˈon	aɾagon	compound	[]	0.167	0.500	0.167
Araiza	aɾaiθa	aɾaiθa	aɾˈaɪθa	aɾaiθa	compound	ara|iza	0.000	0.333	0.000
Arakaki	aɾakaki	aɾakaki	ˌaɾakˈaki	aɾakaii	dict	[]	0.000	0.286	0.143
Arambala	aɾambala	aɾambala	ˌaɾambˈala	aɾambala	compound	ara|mb|ala	0.000	0.250	0.000
Aramburo	aɾambuɾo	aɾambuɾo	ˌaɾambˈuɾo	aɾambuɾo	compound	ara|mb|uro	0.000	0.250	0.000
Arana	aɾana	aɾana	aɾˈana	aɾana	dict	[]	0.000	0.200	0.000
Arancibia	aɾanθibja	aɾanθibja	ˌaɾanθˈiβja	aɾanθibʝa	compound	aran|cib|ia	0.000	0.333	0.111
Arandia	aɾandja	aɾandja	aɾˈandja	aɾandʝa	compound	aran|dia	0.000	0.143	0.143
Arango	aɾanɡo	aɾanɡo	aɾˈaŋɡo	aɾango	compound	aran|go	0.000	0.333	0.167
Aranjuez	aɾanxweθ	aɾanxweθ	ˌaɾaŋxwˈeθ	aɾanxweθ	compound	aran|juez	0.000	0.375	0.000
Arantxa	aɾantʃa	aɾantʃa	aɾˈantʃa	aɾantksa	compound	aran|t|xa	0.000	0.143	0.286
Aratoca	aɾatoka	aɾatoka	ˌaɾatˈoka	aɾatoka	compound	ara|toca	0.000	0.286	0.000
Arauca	aɾauka	aɾauka	aɾˈaʊka	aɾauka	dict	[]	0.000	0.333	0.000
Araucanía	aɾaukania	aɾaukania	ˌaɾaʊkanˈia	aɾaukania	dict	[]	0.000	0.333	0.000
Arauco	aɾauko	aɾauko	aɾˈaʊko	aɾauko	dict	[]	0.000	0.333	0.000
Araujo	aɾauxo	aɾauxo	aɾˈaʊxo	aɾauxo	compound	ara|uj|o	0.000	0.333	0.000
Arauz	aɾauθ	aˈɾauθ	aɾˈaʊθ	aɾauθ	all_lang	[]	0.200	0.400	0.000
Araújo	aɾauxo	aɾaˈuxo	ˌaɾaˈuxo	aɾauxo	compound	[]	0.167	0.333	0.000
Arbaiza	aɾbaiθa	aɾbaiθa	aɾβˈaɪθa	aɾbaiθa	compound	ar|ba|iza	0.000	0.429	0.000
Arbeláez	aɾbelaeθ	aɾbeˈlaeθ	ˌaɾβelˈaeθ	aɾbelaeθ	compound	[]	0.125	0.375	0.000
Arboleda	aɾboleda	aɾβoleða	ˌaɾβolˈeða	aɾboleda	dict	[]	0.250	0.500	0.000
Arcabuco	aɾkabuko	aɾkabuko	ˌaɾkaβˈuko	aɾkabuko	compound	arca|buco	0.000	0.375	0.000
Arcadia	aɾkadja	aɾkaðja	aɾkˈaðja	aɾkadʝa	dict	[]	0.143	0.286	0.143
Arcatao	aɾkatao	aɾkatao	ˌaɾkatˈao	aɾkatao	compound	arca|tao	0.000	0.286	0.000
Arcaya	aɾkaʝa	aɾˈkaʝa	aɾkˈajja	aɾkaʝa	all_lang	[]	0.167	0.500	0.000
Arce	aɾθe	aɾθe	ˈaɾθe	aɾθe	dict	[]	0.000	0.250	0.000
Arceaga	aɾθeaɡa	aɾθeaɡa	ˌaɾθeˈaɣa	aɾθeaga	compound	arcea|ga	0.000	0.429	0.143
Arceo	aɾθeo	aɾθeo	aɾθˈeo	aɾθeo	compound	arce|o	0.000	0.200	0.000
Archibeque	aɾtʃibeke	aɾtʃibeke	ˌaɾtʃiβˈeke	aɾtʃibeke	compound	ar|chi|beque	0.000	0.333	0.000
Archuleta	aɾtʃuleta	aɾtʃuleta	ˌaɾtʃulˈeta	aɾtʃuleta	compound	ar|chuleta	0.000	0.222	0.000
Arcilla	aɾθiʝa	aɾθiʎa	aɾθˈiʎa	aɾθiʎa	dict	[]	0.167	0.333	0.167
Ardenas	aɾdenas	aɾðenas	aɾðˈenas	aɾdenas	compound	arden|as	0.143	0.286	0.000
Arecibo	aɾeθibo	areθiβo	ˌaɾeθˈiβo	aɾeθibo	compound	a|recibo	0.286	0.429	0.000
Arellano	aɾeʝano	aɾeʎano	ˌaɾeʎˈano	aɾeʎano	compound	are|llano	0.143	0.429	0.143
Arenas	aɾenas	aɾenas	aɾˈenas	aɾenas	dict	[]	0.000	0.167	0.000
Arencibia	aɾenθibja	aɾenθibja	ˌaɾenθˈiβja	aɾenθibʝa	compound	aren|cib|ia	0.000	0.333	0.111
Arequipa	aɾekipa	aɾekipa	ˌaɾekˈipa	aɾekipa	compound	ar|equipa	0.000	0.286	0.000
Ares	aɾes	aɾes	ˈaɾes	aɾes	dict	[]	0.000	0.250	0.000
Argel	aɾxel	aɾxel	aɾxˈel	aɾxel	dict	[]	0.000	0.200	0.000
Argelia	aɾxelja	aɾxelja	aɾxˈelja	aɾxelʝa	compound	argel|ia	0.000	0.143	0.143
Argentina	aɾxentina	aɾxentina	ˌaɾxentˈina	aɾxentina	dict	[]	0.000	0.222	0.000
Argentinazo	aɾxentinaθo	aɾxentinaθo	ˌaɾxentinˈaθo	aɾxentinaθo	compound	argentina|zo	0.000	0.182	0.000
Argento	aɾxento	aɾxento	aɾxˈɛnto	aɾxento	dict	[]	0.000	0.286	0.000
Argenzuela	aɾxenθwela	aɾxenθwela	ˌaɾxenθwˈela	aɾxenθwela	compound	ar|gen|zuela	0.000	0.200	0.000
Argo	aɾɡo	aɾɣo	ˈaɾɣo	aɾgo	dict	[]	0.250	0.500	0.250
Argos	aɾɡos	aɾɣos	ˈaɾɣos	aɾgos	dict	[]	0.200	0.400	0.200
Argote	aɾɡote	aɾɣote	aɾɣˈote	aɾgote	compound	argo|te	0.167	0.333	0.167
Argueta	aɾɡeta	aɾɡeta	aɾɣˈeta	aɾgeta	compound	ar|gue|ta	0.000	0.333	0.167
Argüelles	aɾɡweʝes	aɾˈɡweʝes	ˌaɾɣuˈeʎes	aɾgweʎes	compound	[]	0.125	0.625	0.250
Arias	aɾjas	aɾjas	ˈaɾjas	aɾʝas	dict	[]	0.000	0.200	0.200
Arica	aɾika	aɾika	aɾˈika	aɾika	dict	[]	0.000	0.200	0.000
Ariel	aɾjel	arjel	aɾjˈel	aɾʝel	compound	a|riel	0.200	0.200	0.200
Aries	aɾjes	aɾjes	ˈaɾjes	aɾʝes	dict	[]	0.000	0.200	0.200
Arisméndez	aɾismendeθ	aɾisˈmendeθ	ˌaɾismˈendeθ	aɾismendeθ	compound	[]	0.100	0.200	0.000
Aristizábal	aɾistiθabal	aɾistiˈθabal	ˌaɾistiθˈaβal	aɾistiθabal	compound	[]	0.091	0.273	0.000
Aristófanes	aɾistofanes	aɾisˈtofanes	ˌaɾistˈofanes	aɾistofanes	compound	[]	0.091	0.182	0.000
Aristóteles	aɾistoteles	aɾisˈtoteles	ˌaɾistˈoteles	aɾistoteles	compound	[]	0.091	0.182	0.000
Arizaga	aɾiθaɡa	aɾiθaɡa	ˌaɾiθˈaɣa	aɾiθaga	compound	ar|iza|ga	0.000	0.429	0.143
Arizona	aɾiθona	aɾiθona	ˌaɾiθˈona	aɾiθona	compound	ar|izo|na	0.000	0.286	0.000
Arjona	aɾxona	aɾxona	aɾxˈona	aɾxona	compound	ar|jon|a	0.000	0.167	0.000
Arkansas	aɾkansas	aɾkansas	aɾkˈansas	aɾkansas	compound	ar|k|ansas	0.000	0.125	0.000
Armagedón	aɾmaxedon	aɾmaxeˈdon	ˌaɾmaxeðˈon	aɾmaxedon	compound	[]	0.111	0.333	0.000
Armando	aɾmando	aɾmando	aɾmˈando	aɾmando	dict	[]	0.000	0.143	0.000
Armañac	aɾmaɲak	aɾmaɲak	ˌaɾmaɲˈak	aɾmaɲak	compound	arma|ñ|ac	0.000	0.286	0.000
Armendáriz	aɾmendaɾiθ	aɾmenˈdaɾiθ	ˌaɾmendˈaɾiθ	aɾmendaɾiθ	compound	[]	0.100	0.200	0.000
Armenia	aɾmenja	aɾmenja	aɾmˈenja	aɾmenʝa	dict	[]	0.000	0.143	0.143
Arnaiz	aɾnaiθ	aɾnaiθ	aɾnˈaɪθ	aɾnaiθ	compound	ar|na|iz	0.000	0.333	0.000
Arnoldo	aɾnoldo	aɾnoldo	aɾnˈolðo	aɾnoldo	compound	ar|no|l|do	0.000	0.286	0.000
Arnulfo	aɾnulfo	aɾnulfo	aɾnˈulfo	aɾnulfo	compound	ar|nu|l|f|o	0.000	0.143	0.000
Arriaga	arjaɡa	arjaɡa	ˌaɾɾiˈaɣa	arʝaga	compound	arria|ga	0.000	1.000	0.333
Arriaza	arjaθa	arjaθa	ˌaɾɾiˈaθa	arʝaθa	compound	arria|za	0.000	0.833	0.167
Arrieta	arjeta	arjeta	ˌaɾɾiˈeta	arʝeta	dict	[]	0.000	0.833	0.167
Arrio	arjo	arjo	ˈaɾɾio	arʝo	dict	[]	0.000	1.000	0.250
Arriola	arjola	arjola	ˌaɾɾiˈola	arʝola	dict	[]	0.000	0.833	0.167
Arroyo	aroʝo	aroʝo	aɾɾˈojjo	aroʝo	dict	[]	0.000	1.000	0.000
Arteaga	aɾteaɡa	aɾteaɡa	ˌaɾteˈaɣa	aɾteaga	compound	arte|aga	0.000	0.429	0.143
Artemio	aɾtemjo	aɾtemjo	aɾtˈemjo	aɾtemʝo	compound	arte|mio	0.000	0.143	0.143
Artemisa	aɾtemisa	aɾtemisa	ˌaɾtemˈisa	aɾtemisa	dict	[]	0.000	0.250	0.000
Artiaga	aɾtjaɡa	aɾtjaɡa	aɾtjˈaɣa	aɾtʝaga	compound	ar|tia|ga	0.000	0.286	0.286
Artigas	aɾtiɡas	aɾtigas	aɾtˈiɣas	aɾtigas	compound	ar|ti|gas	0.143	0.286	0.143
Artola	aɾtola	aɾtola	aɾtˈola	aɾtola	compound	ar|tola	0.000	0.167	0.000
Arturo	aɾtuɾo	aɾtuɾo	aɾtˈuɾo	aɾtuɾo	dict	[]	0.000	0.167	0.000
Aruba	aɾuba	aɾuba	aɾˈuβa	aɾuba	compound	ar|u|ba	0.000	0.400	0.000
Arvayo	aɾbaʝo	aɾbaʝo	aɾβˈajjo	aɾbaʝo	compound	ar|va|yo	0.000	0.667	0.000
Arzadun	aɾθadun	aɾθadun	aɾθˈaðun	aɾθadun	compound	ar|za|du|n	0.000	0.286	0.000
Arzaga	aɾθaɡa	aɾθaɣa	aɾθˈaɣa	aɾθaga	compound	ar|zaga	0.167	0.333	0.167
Arzate	aɾθate	aɾθate	aɾθˈate	aɾθate	compound	ar|za|te	0.000	0.167	0.000
Arzolar	aɾθolaɾ	aɾθolaɾ	ˌaɾθolˈaɾ	aɾθolaɾ	compound	ar|zo|lar	0.000	0.286	0.000
Arzuaga	aɾθwaɡa	aɾθuaɡa	aɾθwˈaɣa	aɾθwaga	compound	ar|zu|aga	0.143	0.286	0.143
Arámbulo	aɾambulo	aˈɾambulo	aɾˈambulo	aɾambulo	compound	[]	0.125	0.125	0.000
Arámburo	aɾambuɾo	aˈɾambuɾo	aɾˈambuɾo	aɾambuɾo	compound	[]	0.125	0.125	0.000
Arámburu	aɾambuɾu	aˈɾambuɾu	aɾˈambuɾu	aɾambuɾu	compound	[]	0.125	0.125	0.000
Aránzazu	aɾanθaθu	aˈɾanθaθu	aɾˈanθaθu	aɾanθaθu	compound	[]	0.125	0.125	0.000
Aréchiga	aɾetʃiɡa	aˈɾetʃiɡa	aɾˈetʃiɣa	aɾetʃiga	compound	aré|chi|ga	0.125	0.250	0.125
Arévalo	aɾebalo	aˈɾebalo	aɾˈeβalo	aɾebalo	compound	aré|va|lo	0.143	0.286	0.000
Ascención	asθenθjon	asθenθjon	ˌasθenθjˈon	asθenθʝon	compound	as|cen|ción	0.000	0.222	0.111
Ascensión	asθensjon	asθenˈsjon	ˌasθensjˈon	asθensʝon	dict	[]	0.111	0.222	0.111
Asclepio	asklepjo	asklepjo	asklˈepjo	asklepʝo	dict	[]	0.000	0.125	0.125
