al	/al/
ablauty	/ablaʊ̯tɪ/
ablautů	/ablautuː/
ablautů	/ablaʊ̯tuː/
ablautům	/ablautuːm/
ablautům	/ablaʊ̯tuːm/
ablegát	/ablɛgaːt/
ablegáta	/ablɛgaːta/
ablegáte	/ablɛgaːtɛ/
ablegátech	/ablɛgaːtɛx/
ablegátem	/ablɛgaːtɛm/
ablegáti	/ablɛgaːcɪ/
ablegátovi	/ablɛgaːtovɪ/
ablegátovi	/ablɛgaːtɔvɪ/
ablegátové	/ablɛgaːtovɛː/
ablegátové	/ablɛgaːtɔvɛː/
ablegátu	/ablɛgaːtu/
ablegátu	/ablɛgaːtʊ/
ablegáty	/ablɛgaːtɪ/
ablegátů	/ablɛgaːtuː/
ablegátům	/ablɛgaːtuːm/
ablegátův	/ablɛgaːtuːf/
ablézovat	/ʔablɛːzovat/
ablézovat	/ˈʔablɛːzɔvat/
abnormalit	/abnormalɪt/
abnormalit	/abnɔrmalɪt/
abnormalita	/abnormalɪta/
abnormalita	/ˈʔab.nɔrmalɪta/
abnormalitami	/abnormalɪtamɪ/
abnormalitami	/abnɔrmalɪtamɪ/
abnormalito	/abnormalɪto/
abnormalito	/abnɔrmalɪtɔ/
abnormalitou	/abnormalɪtou/
abnormalitou	/abnɔrmalɪtɔʊ̯/
abnormalitu	/abnormalɪtu/
abnormalitu	/abnɔrmalɪtʊ/
abnormality	/abnormalɪtɪ/
abnormality	/abnɔrmalɪtɪ/
abnormalitách	/abnormalɪtaːx/
abnormalitách	/abnɔrmalɪtaːx/
abnormalitám	/abnormalɪtaːm/
abnormalitám	/abnɔrmalɪtaːm/
abnormalitě	/abnormalɪcɛ/
abnormalitě	/abnɔrmalɪcɛ/
abnormit	/abnormɪt/
abnormit	/abnɔrmɪt/
abnormita	/ʔabnormɪta/
abnormita	/ˈʔabnɔrmɪta/
abnormitami	/abnormɪtamɪ/
abnormitami	/abnɔrmɪtamɪ/
abnormito	/abnormɪto/
abnormito	/abnɔrmɪtɔ/
abnormitou	/abnormɪtou/
abnormitou	/abnɔrmɪtɔʊ̯/
abnormitu	/abnormɪtu/
abnormitu	/abnɔrmɪtʊ/
abnormity	/abnormɪtɪ/
abnormity	/abnɔrmɪtɪ/
abnormitách	/abnormɪtaːx/
abnormitách	/abnɔrmɪtaːx/
abnormitám	/abnormɪtaːm/
abnormitám	/abnɔrmɪtaːm/
abnormitě	/abnormɪcɛ/
abnormitě	/abnɔrmɪcɛ/
abnormálnost	/ˈabnormˌaːlnost/
abnormálnost	/abnɔrmaːlnɔst/
abnormálnostech	/abnormaːlnostɛx/
abnormálnostech	/abnɔrmaːlnɔstɛx/
abnormálnostem	/abnormaːlnostɛm/
abnormálnostem	/abnɔrmaːlnɔstɛm/
abnormálnosti	/abnormaːlnoscɪ/
abnormálnosti	/abnɔrmaːlnɔscɪ/
abnormálnostmi	/abnormaːlnostmɪ/
abnormálnostmi	/abnɔrmaːlnɔstm̩ɪ/
abnormálností	/ˈabnormˌaːlnosciː/
abnormálností	/abnɔrmaːlnɔsciː/
abnormální	/ˈabnormˌaːlɲiː/
abnormální	/ˈʔab.nɔr.maːl.ɲiː/
abolice	/abolɪtsɛ/
abolice	/abɔlɪt͡sɛ/
abolicemi	/abolɪtsɛmɪ/
abolicemi	/abɔlɪt͡sɛmɪ/
abolici	/abolɪtsɪ/
abolici	/abɔlɪt͡sɪ/
abolicionisme	/abolɪtsɪjonɪzmɛ/
abolicionisme	/abɔlɪt͡sɪjɔnɪzmɛ/
abolicionismech	/abolɪtsɪjonɪzmɛx/
abolicionismech	/abɔlɪt͡sɪjɔnɪzmɛx/
abolicionismem	/abolɪtsɪjonɪzmɛm/
abolicionismem	/abɔlɪt͡sɪjɔnɪzmɛm/
abolicionismu	/abolɪtsɪjonɪzmu/
abolicionismu	/abɔlɪt͡sɪjɔnɪzmʊ/
abolicionismus	/abolɪtsɪjonɪzmus/
abolicionismus	/abɔlɪt͡sɪjɔnɪzmʊs/
abolicionismy	/abolɪtsɪjonɪzmɪ/
abolicionismy	/abɔlɪt͡sɪjɔnɪzm̩ɪ/
abolicionismů	/abolɪtsɪjonɪzmuː/
abolicionismů	/abɔlɪt͡sɪjɔnɪzmuː/
abolicionismům	/abolɪtsɪjonɪzmuːm/
abolicionismům	/abɔlɪt͡sɪjɔnɪzmuːm/
abolicionistku	/ʔabolɪt͡sɪʲonɪstkʊ/
abolicionizme	/abolɪtsɪjonɪzmɛ/
abolicionizme	/abɔlɪt͡sɪjɔnɪzmɛ/
abolicionizmech	/abolɪtsɪjonɪzmɛx/
abolicionizmech	/abɔlɪt͡sɪjɔnɪzmɛx/
abolicionizmem	/abolɪtsɪjonɪzmɛm/
abolicionizmem	/abɔlɪt͡sɪjɔnɪzmɛm/
abolicionizmu	/abolɪtsɪjonɪzmu/
abolicionizmu	/abɔlɪt͡sɪjɔnɪzmʊ/
abolicionizmus	/abolɪtsɪjonɪzmus/
abolicionizmus	/abɔlɪt͡sɪjɔnɪzmʊs/
abolicionizmy	/abolɪtsɪjonɪzmɪ/
abolicionizmy	/abɔlɪt͡sɪjɔnɪzm̩ɪ/
abolicionizmů	/abolɪtsɪjonɪzmuː/
abolicionizmů	/abɔlɪt͡sɪjɔnɪzmuː/
abolicionizmům	/abolɪtsɪjonɪzmuːm/
abolicionizmům	/abɔlɪt͡sɪjɔnɪzmuːm/
abolicí	/abolɪtsiː/
abolicí	/abɔlɪt͡siː/
abolicích	/abolɪtsiːx/
abolicích	/abɔlɪt͡siːx/
abolicím	/abolɪtsiːm/
abolicím	/abɔlɪt͡siːm/
abominace	/abɔmɪnat͡sɛ/
abonent	/abonɛnt/
abonent	/abɔnɛnt/
abonenta	/abonɛnta/
abonenta	/abɔnɛnta/
abonentce	/abonɛnttsɛ/
abonentce	/abɔnɛntt͡sɛ/
abonente	/abonɛntɛ/
abonente	/abɔnɛntɛ/
abonentech	/abonɛntɛx/
abonentech	/abɔnɛntɛx/
abonentek	/abonɛntɛk/
abonentek	/abɔnɛntɛk/
abonentem	/abonɛntɛm/
abonentem	/abɔnɛntɛm/
abonenti	/abonɛncɪ/
abonenti	/abɔnɛncɪ/
abonentka	/abonɛntka/
abonentka	/abɔnɛntka/
abonentkami	/abonɛntkamɪ/
abonentkami	/abɔnɛntkamɪ/
abonentko	/abonɛntko/
abonentko	/abɔnɛntkɔ/
abonentkou	/abonɛntkou/
abonentkou	/abɔnɛntkɔʊ̯/
abonentku	/abonɛntku/
abonentku	/abɔnɛntkʊ/
abonentky	/abonɛntkɪ/
abonentky	/abɔnɛntkɪ/
abonentkách	/abonɛntkaːx/
abonentkách	/abɔnɛntkaːx/
abonentkám	/abonɛntkaːm/
abonentkám	/abɔnɛntkaːm/
abonentovi	/abonɛntovɪ/
abonentovi	/abɔnɛntɔvɪ/
abonentský	/abonɛntskiː/
abonentský	/abɔnɛntskiː/
abonentu	/abonɛntu/
abonentu	/abɔnɛntʊ/
abonenty	/abonɛntɪ/
abonenty	/abɔnɛntɪ/
abonentští	/ˈʔa.bɔ.nɛnt.ʃciː/
abonentů	/abonɛntuː/
abonentů	/abɔnɛntuː/
abonentům	/abonɛntuːm/
abonentům	/abɔnɛntuːm/
abonentův	/abonɛntuːf/
abonentův	/abɔnɛntuːf/
abonovat	/ˈabonˌovat/
abonovat	/ˈʔabɔnɔvat/
abort	/ˈabort/
abort	/abɔrt/
abortace	/abɔrtat͡sɛ/
aborte	/abortɛ/
aborte	/abɔrtɛ/
abortech	/abortɛx/
abortech	/abɔrtɛx/
abortem	/abortɛm/
abortem	/abɔrtɛm/
abortivní	/abortɪvɲiː/
abortivní	/abɔrtɪvɲiː/
abortu	/ˈabortu/
abortu	/abɔrtʊ/
abortus	/ˈabortus/
abortus	/abɔrtʊs/
aborty	/abortɪ/
aborty	/abɔrtɪ/
abortů	/ˈabortuː/
abortů	/abɔrtuː/
abortům	/ˈabortuːm/
abortům	/abɔrtuːm/
abradovat	/ˈabradˌovat/
abradovat	/abradɔvat/
abrahamita	/abraɦamɪta/
abrahamitech	/abraɦamɪtɛx/
abrahamiti	/abraɦamɪcɪ/
abrahamito	/abraɦamɪto/
abrahamito	/abraɦamɪtɔ/
abrahamitou	/abraɦamɪtou/
abrahamitou	/abraɦamɪtɔʊ̯/
abrahamitovi	/abraɦamɪtovɪ/
abrahamitovi	/abraɦamɪtɔvɪ/
abrahamitský	/abraɦamɪtskiː/
abrahamitu	/abraɦamɪtu/
abrahamitu	/abraɦamɪtʊ/
abrahamity	/abraɦamɪtɪ/
abrahamité	/abraɦamɪtɛː/
abrahamitů	/abraɦamɪtuː/
abrahamitům	/abraɦamɪtuːm/
abrahám	/abraɦaːm/
abrahámoviny	/abraɦaːmovɪnɪ/
abrahámoviny	/ˈʔabraɦaːmɔvɪnɪ/
abrahámová	/abraɦaːmovaː/
abrahámová	/abraɦaːmɔvaː/
abrakadabra	/ˈʔabrakaˌdabra/
abrase	/abrazɛ/
abraze	/abrazɛ/
abrazivní	/abrazɪvɲiː/
abrazivum	/abrazɪvʊm/
abreakce	/abrɛakt͡sɛ/
abreviace	/abrɛvɪjatsɛ/
abreviace	/abrɛvɪjat͡sɛ/
absces	/apstsɛs/
absces	/apst͡sɛs/
absence	/apsɛntsɛ/
absence	/apsɛnt͡sɛ/
absenci	/ʔapsɛntsɪ/
absenci	/ʔapsɛnt͡sɪ/
absentismus	/apsɛntɪzmus/
absentismus	/apsɛntɪzmʊs/
absentizmus	/apsɛntɪzmus/
absentizmus	/apsɛntɪzmʊs/
absentér	/ˈʔapsɛntɛːr/
absentéra	/ʔapsɛntɛːra/
absentére	/ˈʔapsɛntɛːrɛ/
absentérech	/ʔapsɛntɛːrɛx/
absentérem	/ʔapsɛntɛːrɛm/
absentérovi	/ʔapsɛntɛːrɔvɪ/
absentéru	/ʔapsɛntɛːrʊ/
absentéry	/ʔapsɛntɛːrɪ/
absentérům	/ʔapsɛntɛːruːm/
absentéři	/ˈʔapsɛntɛːr̝ɪ/
absint	/apsɪnt/
absintismus	/apsɪntɪzmus/
absintismus	/apsɪntɪzmʊs/
absintizmus	/apsɪntɪzmus/
absintizmus	/apsɪntɪzmʊs/
absolutismus	/apsolutɪzmus/
absolutismus	/ˈʔapsɔlʊtɪzmʊs/
absolutizmus	/apsolutɪzmus/
absolutizmus	/apsɔlʊtɪzmʊs/
absolutní	/ˈapsolˌutɲiː/
absolutní	/apsɔlʊtɲiː/
absolutní nula	/apsɔlʊtɲiː nʊla/
absolutorium	/ˈʔapsolutɔːrɪʲʊm/
absolutorium	/ˈʔapsolutɔrɪʊm/
absolvent	/apsolvɛnt/
absolvent	/apsɔlvɛnt/
absolventi	/absolvɛncɪ/
absolventi	/absɔlvɛncɪ/
absolventského	/ʔapsolvɛntskɛːɦo/
absolventského	/ʔapsɔlvɛntskɛːɦɔ/
absolventský	/apsolvɛntskiː/
absolventský	/apsɔlvɛntskiː/
absolventy	/apsolvɛntɪ/
absolventy	/apsɔlvɛntɪ/
absolventů	/absolvɛntuː/
absolventů	/absɔlvɛntuː/
absolventův	/apsolvɛntuːf/
absolventův	/apsɔlvɛntuːf/
absolvenťák	/apsolvɛncaːk/
absolvenťák	/apsɔlvɛncaːk/
absolvovala	/absolvovala/
absolvovali	/apsolvovalɪ/
absolvovali	/apsɔlvɔvalɪ/
absolvovaly	/apsɔlvɔvalɪ/
absolvovat	/ʔapsolvovat/
absolvovat	/ˈˀapsɔlvɔvat/
absolvovati	/apsolvovacɪ/
absolvovati	/apsɔlvɔvacɪ/
absolón	/ˈapsoloːn/
absolón	/apsɔlɔːn/
absorbovat	/ˈapsorbˌovat/
absorbovat	/apsɔrbɔvat/
absorpce	/ˈap.sɔrp.t͡sɛ/
absorpční	/apsɔrpt͡ʃɲiː/
abstence	/apstɛnt͡sɛ/
abstinence	/ˈʔap.stɪ.nɛn.t͡sɛ/
abstinent	/apstɪnɛnt/
abstinentismus	/apstɪnɛntɪzmus/
abstinentismus	/apstɪnɛntɪzmʊs/
abstinentizmus	/apstɪnɛntɪzmus/
abstinentizmus	/apstɪnɛntɪzmʊs/
abstinentka	/apstɪnɛntka/
abstinentka	/ˈʔap.stɪ.nɛn.tka/
abstinentský	/apstɪnɛntskiː/
abstinentův	/apscɪnɛntuːf/
abstinentův	/apstɪnɛntuːf/
abstrakce	/ˈʔab.srak.t͡sɛ/
abstrakcionismus	/apstraktsɪonɪsmus/
abstrakcionismus	/apstrakt͡sɪɔnɪsmʊs/
abstrakcionizmus	/apstraktsɪonɪsmus/
abstrakcionizmus	/apstrakt͡sɪɔnɪsmʊs/
abstrakt	/ˈapstrakt/
abstrakt	/apstrakt/
abstraktivismus	/apstraktɪvɪzmus/
abstraktivismus	/apstraktɪvɪzmʊs/
abstraktivizmus	/apstraktɪvɪzmus/
abstraktivizmus	/apstraktɪvɪzmʊs/
abstraktní	/ˈapstraktɲiː/
abstraktní	/apstraktɲiː/
abstrusní	/ˈapstrusɲiː/
abstrusní	/apstrʊsɲiː/
absurdní	/ˈapsurdɲiː/
absurdní	/apsʊrdɲiː/
absurdnějšího	/ʔapsʊrdɲɛjʃiːɦɔ/
absťák	/ˈapscaːk/
absťák	/apscaːk/
abundance	/abʊndant͡sɛ/
abusus	/ˈʔabuːzʊs/
abwehr	/abvɛːr/
aby	/abɪ/
aby se vlk nažral a koza zůstala celá	/ˈʔabɪ‿sɛ ˈvl̩k ˈnaʒral ʔa ˈkɔza ˈzuːstala ˈt͡sɛlaː/
abych	/abɪx/
abych	/ˈʔabɪx/
abychom	/ʔabɪxom/
abychom	/ˈʔabɪxɔm/
abys	/ˈʔabɪs/
abyste	/ʔabɪstɛ/
abyste	/ˈʔabɪstɛ/
abysální	/abɪsaːlɲiː/
abázie	/abaːzɪjɛ/
abáziemi	/abaːzɪjɛmɪ/
abázii	/abaːzɪjɪ/
abázií	/abaːzɪjiː/
abáziích	/abaːzɪjiːx/
abáziím	/abaːzɪjiːm/
abélie	/abɛːlɪjɛ/
abélie čínská	/abɛːlɪjɛ t͡ʃiːnskaː/
abéliemi	/abɛːlɪɛmɪ/
abélii	/abɛːlɪjɪ/
abélií	/abɛːlɪjiː/
abéliích	/abɛːlɪjiːx/
abéliím	/abɛːlɪjiːm/
abú dhabí	/ˈʔabuː daːbiː/
abú zabí	/ˈʔabuː zabiː/
acelulární	/atsɛlulaːrɲiː/
acelulární	/at͡sɛlʊlaːrɲiː/
acetaldehyd	/atsɛtaldɛɦɪt/
acetaldehyd	/at͡sɛtaldɛɦɪt/
aceton	/ˈat͡sɛton/
acetylen	/ˈʔat͡sɛtɪlɛn/
ach	/ˈax/
ach	/ax/
achich	/axɪx/
achich ouvej	/axɪx ɔʊ̯vɛj/
achilles	/axɪlɛs/
achilleus	/axɪleus/
achilleus	/axɪlɛʊ̯s/
achillova pata	/axɪlɔva pata/
achillova šlacha	/ˈaxɪlɔva ˈʃlaxa/
acholie	/axolɪjɛ/
acholie	/axɔlɪjɛ/
achromatismus	/axromatɪzmus/
achromatismus	/axrɔmatɪzmʊs/
achromatizmus	/axromatɪzmus/
achromatizmus	/axrɔmatɪzmʊs/
acht	/ˈaxt/
acht	/axt/
achtovanec	/axtovanɛts/
achtovanec	/axtɔvanɛts/
achát	/ˈaxaːt/
achát	/axaːt/
achátový	/ˈaxaːtˌoviː/
achátový	/axaːtɔviː/
acidita	/atsɪdɪta/
acidita	/at͡sɪdɪta/
acidity	/atsɪdɪtɪ/
acidity	/at͡sɪdɪtɪ/
acidobazický	/atsɪdobazɪtskiː/
acidobazický	/at͡sɪdɔbazɪt͡skiː/
acidofyt	/atsɪdofɪt/
acidofyt	/at͡sɪdɔfɪt/
acidostabilní	/atsɪdostabɪlɲiː/
acidostabilní	/at͡sɪdɔstabɪlɲiː/
aconcagua	/ʔakonkagua/
aconcagua	/ʔakonkagva/
aconcagua	/ˈʔakɔŋkagʊ̯a/
aconcagua	/ˈʔakɔŋkaɡva/
acylpyrin	/atsɪlpɪrɪn/
acylpyrin	/at͡sɪlpɪrɪn/
acylpyrin	/at͡sɪlpɪrɪːn/
aczkolwiek	/atʃkolvjjɛk/
ad	/ad/
ad	/at/
ad acta	/at akta/
ad hoc	/ad ɦɔk/
ad notam	/at nɔːtam/
ada	/ada/
adalbert	/adalbɛrt/
adalbertův	/adalbɛrtuːf/
adam	/ʔadam/
adam	/ˈʔadam/
adama	/adama/
adamce	/adamt͡sɛ/
adame	/adamɛ/
adamec	/adamɛt͡s/
adamita	/adamɪta/
adamitismus	/adamɪtɪzmus/
adamitismus	/adamɪtɪzmʊs/
adamitizmus	/adamɪtɪzmus/
adamitizmus	/adamɪtɪzmʊs/
adamitský	/adamɪtskiː/
adamník	/ˈadamɲiːk/
adamník	/adamɲiːk/
adamov	/adamof/
adamov	/adamɔf/
adamova	/ˈadamˌova/
adamova	/adamɔva/
adamove	/adamovɛ/
adamove	/adamɔvɛ/
adamovem	/adamovɛm/
adamovem	/adamɔvɛm/
adamovka	/ˈadamˌofka/
adamovka	/adamɔfka/
adamovský	/ˈadamˌofskiː/
adamovský	/adamɔfskiː/
adamovu	/ˈadamˌovu/
adamovu	/adamɔvʊ/
adamová	/ˈadamˌovaː/
adamová	/adamɔvaː/
adamové	/adamovɛː/
adamové	/adamɔvɛː/
adamově	/ʔadamovjɛ/
adamově	/ʔadamɔvjɛ/
adamův	/adamuːf/
adaptabilita	/adaptabɪlɪta/
adaptabilní	/adaptabɪlɲiː/
adaptace	/ʔadaptatsɛ/
adaptace	/ʔadaptat͡sɛ/
adaptační	/ˈadaptˌatʃɲiː/
adaptační	/adaptat͡ʃɲiː/
adaptér	/ʔadaptɛːr/
adapťák	/ˈadapcaːk/
adapťák	/adapcaːk/
adast	/ˈadast/
addis abeba	/adɪs abɛba/
addisabebský	/adɪsabɛpskiː/
addisonismus	/ɛdɪsonɪzmus/
addisonismus	/ɛdɪsɔnɪzmʊs/
addisonizmus	/ɛdɪsonɪzmus/
addisonizmus	/ɛdɪsɔnɪzmʊs/
adekvátní	/adɛkvaːtɲiː/
adelaide	/adɛlɛiːt/
adelaide	/ɛdɛlɛjt/
adelaide	/ɛdɛlɪt/
adenauerovský	/ˈʔadɛnaʊ̯ɛrɔfskiː/
adenohypofýza	/adɛnoɦɪpofiːza/
adenohypofýza	/adɛnɔɦɪpɔfiːza/
adenský	/adɛnskiː/
adenský záliv	/adɛnskiː zaːlɪf/
adept	/ˈʔa.dɛpt/
adeptka	/ˈʔa.dɛpt.ka/
adeptů	/adɛptuː/
adermin	/adɛrmiːn/
adheze	/adɦɛzɛ/
adhezní	/adɦɛzɲiː/
adiabatický	/adɪjabatɪtskiː/
adiabatický	/adɪjabatɪt͡skiː/
adice	/adɪtsɛ/
adice	/ˈadɪt͡sɛ/
adiktologie	/adɪktɔlɔgɪjɛ/
adjektiv	/adjɛktɪf/
adjektivní	/adjɛktɪvɲiː/
adjektivum	/adjɛktiːvum/
adjektivum	/adjɛktɪvum/
adjektivum	/adjɛktiːvʊm/
adjektivum	/adjɛktɪvʊm/
adjunkt	/ʔadjuŋkt/
adjunktský	/adjunktskiː/
adjunktský	/adjʊŋktskiː/
adjutantský	/ˈadjutˌantskiː/
adjutantský	/adjʊtantskiː/
adjutor	/ˈadjutor/
adjutor	/adjʊtɔr/
adjutum	/adjuːtum/
adjutum	/adjuːtʊm/
adjuvans	/ˈadjuvans/
adjuvans	/adjʊvans/
adjuvant	/ˈadjuvant/
adjuvant	/adjʊvant/
adler	/aːdlɛr/
adler	/ˈaːdlɛr/
administrativa	/admɪnɪstratɪva/
administrativa	/ʔadmɪnɪstratɪva/
administrativní	/admɪnɪstratɪvɲiː/
administrativní	/ʔadmɪnɪstratɪvɲiː/
administrační	/ˈʔadmɪnɪstrat͡ʃɲiː/
administrátor	/admɪnɪstraːtor/
administrátor	/admɪnɪstraːtɔr/
admiralita	/ʔadmɪralɪta/
admirál	/admɪraːl/
admirálskou	/admɪraːlskou/
admirálskou	/adm̩ɪraːlskɔʊ̯/
admirálská	/admɪraːlskaː/
admirálská	/adm̩ɪraːlskaː/
admirálské	/admɪraːlskɛː/
admirálské	/adm̩ɪraːlskɛː/
admirálského	/admɪraːlskɛːɦo/
admirálského	/adm̩ɪraːlskɛːɦɔ/
admirálském	/admɪraːlskɛːm/
admirálském	/adm̩ɪraːlskɛːm/
admirálskému	/admɪraːlskɛːmu/
admirálskému	/adm̩ɪraːlskɛːmʊ/
admirálský	/admɪraːlskiː/
admirálských	/admɪraːlskiːx/
admirálských	/adm̩ɪraːlskiːx/
admirálským	/admɪraːlskiːm/
admirálským	/adm̩ɪraːlskiːm/
admirálskými	/admɪraːlskiːmɪ/
admirálskými	/adm̩ɪraːlskiːmɪ/
admirálští	/admɪraːlʃciː/
admirálští	/adm̩ɪraːlʃciː/
admirálův	/admɪraːluːf/
admirálův	/adm̩ɪraːluːf/
adogmatismus	/adogmatɪzmus/
adogmatismus	/adɔgmatɪzmʊs/
adogmatizmus	/adogmatɪzmus/
adogmatizmus	/adɔgmatɪzmʊs/
adolescence	/adolɛstsɛntsɛ/
adolescence	/adɔlɛst͡sɛnt͡sɛ/
adolescent	/ʔadolɛstsɛnt/
adolescent	/ˈʔa.dɔ.lɛ.st͡sɛnt/
adolf	/ˈadolf/
adolf	/adɔlf/
adolfa	/adɔlfa/
adolfin	/ˈʔa.dɔl.fɪn/
adolfini	/ˈʔa.dɔlfɪɲɪ/
adolfiny	/ˈʔa.dɔl.fɪ.nɪ/
adolfův	/adolfuːf/
adolfův	/adɔlfuːf/
adonský	/ˈadonskiː/
adonský	/adɔnskiː/
adopce	/ʔadɔpce/
adopcí	/ʔadoptsiː/
adopcí	/ʔadɔpt͡siː/
adoptianismus	/ʔadoptsɪanɪzmus/
adoptianismus	/ˈʔadɔpt͡sɪanɪzmʊs/
adoptianizmus	/adoptɪanɪzmus/
adoptianizmus	/adɔptɪanɪzmʊs/
adoptivní	/ʔadɔptivɲi:/
adoptovat	/ˈadoptˌovat/
adoptovat	/adɔptɔvat/
adoptovati	/adoptovacɪ/
adoptovati	/adɔptɔvacɪ/
adorovat	/ˈadorˌovat/
adorovat	/adɔrɔvat/
adoruje	/adɔrʊjɛ/
adrenalin	/adrɛnaliːn/
adrenalin	/adrɛnalin/
adrenalinoví	/adrɛnalɪnoviː/
adrenalinoví	/adrɛnalɪnɔviː/
adrenalinový	/adrɛnalɪnoviː/
adrenalinový	/adrɛnalɪnɔviː/
adres	/adrɛs/
adresa	/adrɛsa/
adresa	/ˈadrɛsa/
adresami	/adrɛsamɪ/
adrese	/adrɛsɛ/
adresnost	/adrɛsnost/
adresnost	/adrɛsnɔst/
adreso	/adrɛso/
adreso	/adrɛsɔ/
adresou	/adrɛsou/
adresou	/adrɛsɔʊ̯/
adresovat	/adrɛsovat/
adresovat	/adrɛsɔvat/
adresovatelnost	/adrɛsovatɛlnost/
adresovatelnost	/adrɛsɔvatɛlnɔst/
adresovatelný	/ʔadrɛsovatɛlniː/
adresovatelný	/ˀˈadrɛsɔvatɛlniː/
adresu	/adrɛsu/
adresu	/adrɛsʊ/
adresy	/adrɛsɪ/
adresách	/adrɛsaːx/
adresám	/adrɛsaːm/
adresát	/ʔadrɛsaːt/
adresát	/ˈʔadrɛsaːt/
adresátce	/adrɛsaːttsɛ/
adresátce	/adrɛsaːtt͡sɛ/
adresátek	/adrɛsaːtɛk/
adresátem	/ʔadrɛsaːtɛm/
adresátem	/ˀadrɛsaːtɛm/
adresátka	/adrɛsaːtka/
adresátkami	/adrɛsaːtkamɪ/
adresátko	/adrɛsaːtko/
adresátko	/adrɛsaːtkɔ/
adresátkou	/adrɛsaːtkou/
adresátkou	/adrɛsaːtkɔʊ̯/
adresátku	/adrɛsaːtku/
adresátku	/adrɛsaːtkʊ/
adresátky	/adrɛsaːtkɪ/
adresátkách	/adrɛsaːtkaːx/
adresátkám	/adrɛsaːtkaːm/
adresátův	/adrɛsaːtuːf/
adresář	/adrɛsaːr̝̊/
adrian	/adrɪan/
adriana	/ˈʔadrɪjana/
adrianin	/ˈʔa.drɪ.ja.ɲɪn/
adrianini	/ˈʔa.drɪ.ja.ɲɪ.ɲɪ/
adrianiny	/ˈʔa.drɪ.ja.ɲɪ.nɪ/
adrián	/adrɪaːn/
adriána	/adrɪaːna/
adriánin	/ˈʔa.drɪ.jaː.ɲɪn/
adriánini	/ˈʔa.drɪ.jaː.ɲɪ.ɲɪ/
adriániny	/ˈʔa.drɪ.jaː.ɲɪ.nɪ/
adriánův	/adrɪjaːnuːf/
adriánův	/adr̩ɪjaːnuːf/
adršpašský	/adrʃpaʃskiː/
adršpašský	/adr̩ʃpaʃskiː/
adsorpce	/atsɔrpt͡sɛ/
adultismus	/adultɪzmus/
adultismus	/adʊltɪzmʊs/
advekce	/advɛktsɛ/
advekce	/advɛkt͡sɛ/
advent	/advɛnt/
adventismus	/advɛntɪzmus/
adventismus	/advɛntɪzmʊs/
adventizmus	/advɛntɪzmus/
adventizmus	/advɛntɪzmʊs/
adventní	/advɛntɲiː/
adventu	/advɛntu/
adverbium	/ʔadvɛrbɪjum/
adverbium	/ˈʔadvɛrbɪjʊm/
adverbiální	/advɛrbɪjaːlɲiː/
advokát	/ˈadvokaːt/
advokát	/advɔkaːt/
advokátka	/ˈadvokˌaːtka/
advokátka	/advɔkaːtka/
advokátní	/ˈadvokˌaːtɲiː/
advokátní	/advɔkaːtɲiː/
advokátu	/ˈadvokˌaːtu/
advokátu	/advɔkaːtʊ/
advokátův	/advokaːtuːf/
advokátův	/advɔkaːtuːf/
adygejština	/adɪgɛjʃcɪna/
adéla	/adɛːla/
adélin	/ˈʔa.dɛː.lɪn/
aero-	/aɛrɔ/
aerobický	/aɛrobɪtskiː/
aerobický	/a.ɛrɔbɪt͡skiː/
aerobik	/aɛrobɪk/
aerobik	/a.ɛrɔbɪk/
aerobní	/aɛrobɲiː/
aerobní	/a.ɛrɔbɲiː/
aerodynamika	/aɛrodɪnamɪka/
aerodynamika	/a.ɛrɔdɪnamɪka/
aeroembolismus	/aɛroɛmbolɪzmus/
aeroembolismus	/aɛrɔɛmbɔlɪzmʊs/
aeroembolizmus	/aɛroɛmbolɪzmus/
aeroembolizmus	/aɛrɔɛmbɔlɪzmʊs/
aerofobní	/aɛrofobɲiː/
aerofobní	/aɛrɔfɔbɲiː/
aerolinie	/aɛrolɪnɪjɛ/
aerolinie	/a.ɛrɔlɪnɪjɛ/
aerolinka	/aɛrolɪnka/
aerolinka	/aɛrɔlɪŋka/
aerolinky	/ʔaɛrolɪnkɪ/
aerolinky	/ʔaɛrɔlɪŋkɪ/
aeroplán	/aɛroplaːn/
aeroplán	/aɛrɔplaːn/
aerosol	/aɛrosol/
aerosol	/a.ɛrɔsɔl/
aerosolem	/aɛrɔsɔlɛm/
aerostatika	/aɛrostatɪka/
aerostatika	/a.ɛrɔstatɪka/
aerotropismus	/aɛrotropɪzmus/
aerotropismus	/aɛrɔtrɔpɪzmʊs/
aerotropizmus	/aɛrotropɪzmus/
aerotropizmus	/aɛrɔtrɔpɪzmʊs/
afektivní	/afɛktɪvɲiː/
afektní	/afɛktɲiː/
aferentní	/afɛrɛntɲiː/
afghánce	/afgaːntsɛ/
afghánce	/afgaːnt͡sɛ/
afghánec	/afgaːnɛts/
afghánec	/afgaːnɛt͡s/
afghánistán	/afgaːnɪstaːn/
afghánka	/afgaːnka/
afghánka	/afgaːŋka/
afghánská islámská republika	/afgɦaːnskaː ɪslaːmskaː rɛpʊblɪka/
afghánský	/afgaːnskiː/
afghánský	/afgɦaːnskiː/
afghánský	/ʔavgaːnskiː/
afinerie	/afɪnɛrɪjɛ/
afinita	/afɪnɪta/
afix	/ˈʔafɪks/
afixoid	/ˈʔafɪksɔɪ̯t/
